Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Granard Motte and Bailey,,+353433342577,-7.500683,53.775466,Longford,Granard,Republic of Ireland,"Ruins,Historic Houses and Castle"
Drumlane Abbey and Round Tower,,+353494378543,-7.4790881,54.0583026,Cavan,Belturbet,Republic of Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Bodenstown Graveyard,,,-6.6651887,53.2660878,Kildare,Clane,Republic of Ireland,"Learning,Ruins,Historic Houses and Castle"
Ahenny High Crosses,http://www.megalithicireland.com/High%20Cross%20Ahenny.htm,,-7.39333338161782,52.4125374566596,Tipperary,Ahenny,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Aasleagh Falls,,,-9.672464,53.618081,Mayo,Delphi,Republic of Ireland,
Adare Village & Riverbank Walk,,,-8.79321382607429,52.562085705516,Limerick,Adare,Republic of Ireland,Walking
Abbey Par 3 Golf Club,http://abbeypar3.com/,+353866084257,-6.862713,52.231827,Wexford,Fethard On Sea,Republic of Ireland,"Golf,Pitch And Putt,General,Pitch and Putt"
Westport Adventure Park,https://westportadventurepark.ie/,+3539821886,-9.555332,53.767773,Mayo,Westport,Republic of Ireland,"Activity Operator,Adventure Park"
Connemara Marble Visitor Centre,http://www.connemaramarble.ie/company.html,+35391555102,-9.1842505,53.3408213,Galway,Moycullen,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Museums and Attraction,Food Shops"
Ballyteigue Strand,http://www.fishingireland.net,,-6.58842914743204,52.1714991663952,Wexford,Kilmore Quay,Republic of Ireland,"Fishing,Angling,Beach"
Kinnagoe Bay,,,-7.0128822,55.258608,Donegal,Greencastle,Republic of Ireland,"Beach,Natural Landscape"
Inishowen Head,,,-6.9287627,55.2259382,Donegal,Inishowen,Republic of Ireland,Natural Landscape
Lisfannon Beach,,,-7.4774967,55.0998063,Donegal,Buncrana,Republic of Ireland,Beach
Ballymote Castle,,,-8.5197245,54.087625,Sligo,Ballymote,Republic of Ireland,"Castle,Historic Houses and Castle,Ruins"
Askeaton Castle,https://heritageireland.ie/places-to-visit/askeaton-castle/,+353858013385,-8.973941,52.6005285,Limerick,Askeaton,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Tour"
Bourn Vincent Gallery,https://ulsites.ul.ie/visualarts/current-and-upcoming-events,+35361333644,-8.573732,52.6744919,Limerick,Castletroy,Republic of Ireland,"Craft,Shopping,Art Gallery"
Rathgall Stone Fort,,,-6.663035,52.8022318,Wicklow,Shillelagh,Republic of Ireland,"Ruins,Historic Houses and Castle"
Galway Cathedral,https://www.galwaycathedral.ie,+35391563577,-9.0575382,53.2751663,Galway,Galway City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sean Treacy Memorial Swimming Pool,https://www.tipperarycoco.ie/tipperary-swimming-pool-e34e304,+3536251806,-8.1577863,52.4743957,Tipperary,Tipperary Town,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool"
North Mayo Heritage Centre and Enniscoe Gardens,https://www.enniscoe.com/heritage-centre.html,+3539631809,-9.311125,54.070543,Mayo,Crossmolina,Republic of Ireland,"Walking,Tracing Your Ancestors,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
Bá Bhaile Uí Thiarnáin (Ballyhiernan Bay),,,-7.7275478,55.2473558,Donegal,Fanad,Republic of Ireland,Beach
Dunree Head,,,-7.55284,55.19621,Donegal,Buncrana,Republic of Ireland,"Beach,Castle,Historic Houses and Castle"
Killala Quay,,,-9.2193884,54.2133636,Mayo,Killala,Republic of Ireland,"Fishing,Angling,Embarkation Point"
South Meath Golf Course,http://www.southmeathgolf.com/,+353469431471,-6.8149662,53.5288925,Meath,Trim,Republic of Ireland,"Golf Course,Golf,Activity Operator"
County Meath Golf Club,https://www.facebook.com/CoMeathGolfClub/,+353469431463,-6.8262246,53.5211108,Meath,Trim,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Skypark,https://skypark.ie/,+353429373100,-6.1782371,54.0272352,Louth,Carlingford,Republic of Ireland,"Climbing,Activity Operator,Zip Lining,Adventure Park,Cafe,Food and Drink"
Boskill Equestrian Centre,https://www.limerickhorseriding.com/,+353857673468,-8.4653873,52.5915293,Limerick,Caherconlish,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator"
Powerscourt Waterfall,http://powerscourt.com/waterfall,+35312046000,-6.210467,53.1466794,Wicklow,Enniskerry,Republic of Ireland,"Walking,Natural Landscape,Fast Food,Food and Drink,Restaurant"
Powerscourt Golf Club,https://powerscourtgolfclub.com/,+35312046033,-6.1861824,53.1871627,Wicklow,Enniskerry,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Ros Goill (Rossguill Peninsula),,,-7.8450409,55.2276405,Donegal,Downings,Republic of Ireland,Beach
Pollan Bay,,,-7.379951,55.2999126,Donegal,Ballyliffin,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Beach"
Ballyhass Wake Park,https://www.ballyhass.ie/activity/wakepark-west-mallow/,+3532227773,-8.7995368,52.1691453,Cork,Mallow,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Adventure Park,Activity Operator"
Lackan Strand,,,-9.2555922,54.2740457,Mayo,Ballina,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Sea View Garden,https://www.donegalgardentrail.com/gardens/project-one-m7z86-dnemw-3etdx-mfwbg-lmm33,+353879131393,-8.2189111,54.6309781,Donegal,Mountcharles,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Lower Cranny,https://www.donegalgardentrail.com/gardens/project-one-m7z86-dnemw-3etdx-mfwbg,+353879895099,-8.274682,54.6469658,Donegal,Inver,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Greenfort,https://www.donegalgardentrail.com/gardens/project-one-m7z86-ys86d,+353877574823,-7.6538863498273,55.1344045051045,Donegal,Kerrykeel,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Carrablagh House,https://www.donegalgardentrail.com/gardens/project-one-m7z86-dnemw,,-7.6107462,55.2189689,Donegal,Portsalon,Republic of Ireland,"Gardens,Garden"
Swell Surf School,http://www.swellsurfschool.ie,+353879803206,-8.17872,51.795239,Cork,Whitegate,Republic of Ireland,"Surfing,Activity Operator"
Boat Trips Ireland,https://boattrips.ie,+353872061999,-7.2504062,52.6517115,Kilkenny,Kilkenny City,Republic of Ireland,"Sailing,Activity Operator,Boat,Tour"
Ballinamore Golf Club,https://www.ballinamoregolf.club/,+353872505031,-7.8335866,54.0556016,Leitrim,Ballinamore,Republic of Ireland,"Golf Course,Golf"
Coolcarrigan House,http://www.coolcarrigan.ie,+35345863527,-6.85131906878655,53.3190840383504,Kildare,Naas,Republic of Ireland,"Castle,Historic Houses and Castle"
Nolan's Castle,http://www.enniscrone.ie/castle,+353719161201,-9.0855499,54.2161262,Sligo,Enniscrone,Republic of Ireland,"Ruins,Historic Houses and Castle"
Glenstal Abbey,https://www.glenstal.com/abbey,+35361621000,-8.3883081,52.6616783,Limerick,Murroe,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Glenside Pitch & Putt,https://glensidepitchandputt.business.site/,+35361625532,-8.4010515,52.6556015,Limerick,Murroe,Republic of Ireland,"Golf,Activity Operator,Pitch And Putt,General,Pitch and Putt"
Charleville Golf Club,http://www.charlevillegolf.com,+3536381257,-8.723638,52.3453581,Cork,Charleville,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Mitchelstown Golf Club,http://www.mitchelstown-golf.com,+3532524072,-8.2852926,52.286942,Cork,Mitchelstown,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Ballyneety Golf Club,https://www.ballyneetygolfclub.com/,+35361351881,-8.55145,52.590331,Limerick,Ballyneety,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Galty Castle Wood,https://www.coillte.ie/site/galty-castle/,,-8.1761112346385,52.3237766857033,Limerick,Ballylanders,Republic of Ireland,"Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Nature and Wildlife"
Baltimore Diving and Watersports Centre,http://www.baltimorediving.com,+3532820300,-9.370642,51.485258,Cork,Baltimore,Republic of Ireland,Activity Operator
Ashford Equestrian Centre,http://www.ashfordequestrian.com,+353949546507,-9.2928038,53.5359919,Mayo,Cong,Republic of Ireland,"Horse Riding,Equestrian"
Celtic Plantarum Dundrum,https://www.garden.ie/gardenstosee/celtic-plantarum-dundrum/,+3536271303,-8.04394293957041,52.5576255028435,Tipperary,Dundrum,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Magilligan Point View,,,-7.0140302,55.22405,Donegal,Greencastle,Republic of Ireland,"Walking,Natural Landscape"
Skibbereen & West Carbery Golf Club,https://www.skibbgolf.com/,+3532821227,-9.288321,51.531452,Cork,Skibbereen,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
IOSAS Centre,https://www.facebook.com/IOSASCentre/,+353749384866,-7.3296987,55.0529151,Donegal,Muff,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
Jackie Mahon Angling Guide & Flytier,https://www.jackiemahonfliesandguiding.com/,+353879222458,-8.4760888,54.2766103,Sligo,Sligo Town,Republic of Ireland,"Fishing,Angling,Activity Operator"
Donegal Town Walking Tours,https://www.facebook.com/donegaltownwalkingtours,+353863931415,-8.1115482,54.6521961,Donegal,Donegal Town,Republic of Ireland,"Activity Operator,Tour,Walking"
Nenagh Golf Club,https://www.nenaghgolfclub.com/,+3536731476,-8.129713,52.9032206,Tipperary,Nenagh,Republic of Ireland,"Golf Course,Golf"
Ballina Golf Club,https://www.ballina-golf.com/,+3539621050,-9.1337642,54.1081771,Mayo,Ballina,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Loughrea Lake,https://www.blueflag.global/show-site?siteId=6678,,-8.57646603320313,53.188934772372,Galway,Loughrea,Republic of Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Swimming,Swimming Pools and Water Park,Venue,Beach"
Bathing Place at Portumna,https://www.blueflag.global/show-site?siteId=16731,,-8.2110061,53.0835342,Galway,Portumna,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
"Mountshannon, Lough Derg",https://www.blueflag.global/show-site?siteId=6622,,-8.4297946906006,52.9322050889093,Clare,Mountshannon,Republic of Ireland,"Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Beach"
Ballycuggeran,https://www.blueflag.global/show-site?siteId=6616,,-8.4660082,52.8341047,Clare,Killaloe,Republic of Ireland,"Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Beach"
Go Fishing Ireland ,https://gofishingireland.ie/,+353868055337,-6.7067235,53.6169836,Meath,Navan,Republic of Ireland,"Fishing,Angling,Activity Operator"
Shelling Hill/Templetown ,https://www.blueflag.global/show-site?siteId=6597,,-6.1534395,53.9795749,Louth,Carlingford,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Photography,Learning,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
"Port, Lurganboy",https://www.blueflag.global/show-site?siteId=6592,,-6.2584435,53.8327504,Louth,Clogherhead,Republic of Ireland,"Photography,Learning,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
Clogherhead,https://www.blueflag.global/show-site?siteId=6579,,-6.2344532,53.7885745,Louth,Clogherhead,Republic of Ireland,"Fishing,Angling,Kitesurfing,Windsurfing,Activity Operator,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
Kingdom Waves Surf School,https://kingdomwaves.com,+353877447958,-9.82248139799572,52.3498853655027,Kerry,Ardfert,Republic of Ireland,"Surfing,Activity Operator"
Jamie Knox Watersports,http://www.jamieknox.com,+353667139411,-10.0295375,52.2996194,Kerry,Castlegregory,Republic of Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing"
Offshore Surf School,http://www.offshoresurfschool.ie,+353872946519,-9.9689189261708,52.1476306304066,Kerry,Inch,Republic of Ireland,"Surfing,Activity Operator"
Ballybunion South ,https://www.blueflag.global/show-site?siteId=6642,,-9.6760157,52.5131367,Kerry,Ballybunion,Republic of Ireland,"Bird Watching,Nature and Wildlife,Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape,Sports Venues"
The Art Hand Art Gallery,https://thearthand.com/,+35351292919,-7.334564,52.13815,Waterford,Bunmahon,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Killary Adventure Company,http://www.killaryadventure.com,+3539543411,-9.768691,53.5927404,Galway,Leenane,Republic of Ireland,"Climbing,Activity Operator,Cycling,Kayaking,Zip Lining,Venue,Sports Venues"
Oideas Gael,http://www.oideasgael.ie/en/,+353749730248,-8.7349233,54.7075425,Donegal,Glencolmcille,Republic of Ireland,"Learning,Activity Operator"
Turas Éireann,https://turaseireann.ie/,+353894189990,-7.75772035712862,52.5095362770685,Tipperary,Fethard,Republic of Ireland,"Activity Operator,Tour"
"Benny's Deli, Restaurant and Café",https://www.bennysdeli.com/,+353949620575,-8.494767,53.769361,Roscommon,Castlerea,Republic of Ireland,"Food and Drink,Cafe"
Kerry Tours by About Ireland Taxi Tours,https://www.aboutirelandtaxitours.ie/tour/kerry-tours/,+353862352223,-9.5668632,52.1544607,Kerry,Killarney,Republic of Ireland,Tour
Waterford Tours by About Ireland Taxi Tours,https://www.aboutirelandtaxitours.ie/tour/waterford-tours/,+353862352223,-7.1083647,52.2429391,Waterford,Waterford City,Republic of Ireland,Tour
Limerick Tours by About Ireland Taxi Tours,https://www.aboutirelandtaxitours.ie/tour/limerick-tours/,+353862352223,-8.6267343,52.6638367,Limerick,Limerick City,Republic of Ireland,Tour
Galway Tours by About Ireland Taxi Tours,https://www.aboutirelandtaxitours.ie/tours/galway-tours/,+353862352223,-9.0566819,53.270564,Galway,Galway City,Republic of Ireland,Tour
Kilkenny Tours by About Ireland Taxi Tours,https://www.aboutirelandtaxitours.ie/tour/kilkenny-tours/,+353862352223,-7.2447879,52.6541454,Kilkenny,Kilkenny City,Republic of Ireland,Tour
Mary Ann's Bar & Restaurant,https://www.facebook.com/Mary-Anns-Pub-and-Restaurant-160230404071813,+3532836146,-9.1748961,51.528295,Cork,Castletownshend,Republic of Ireland,"Food and Drink,Restaurant"
Irish Experience Tours,https://irishexperiencetours.com/,+353861606604,-9.706864,52.269432,Kerry,Tralee,Republic of Ireland,"Activity Operator,Tour"
Valentia Island Lighthouse ,https://valentiaisland.ie/valentia-island-lighthouse/,+353669476985,-10.3213857,51.9335889,Kerry,Valentia Island,Republic of Ireland,"Museums and Attraction,Tour"
Vanilla Browns Spa at the Absolute Hotel,https://www.vanillabrowns.com/,+35361463608,-8.6193562,52.6672947,Limerick,Limerick City,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Vaughan’s Pub and Restaurant,http://vaughanspub.ie,+353657088004,-9.2197062,52.989921,Clare,Kilfenora,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Victor's Way,https://victorsway.eu/,+35312818505,-6.2190734,53.085447,Wicklow,Roundwood,Republic of Ireland,"Gardens,Garden"
An Bhinn Bhuí (Benwee Head),,,-9.8188889,54.3366667,Mayo,Belmullet,Republic of Ireland,
Kerry International Dark-Sky Reserve,https://www.kerrydarkskytourism.com/,+353877845688,-10.2945499,51.8589695,Kerry,Ballinskelligs,Republic of Ireland,"Learning,Photography,Natural Landscape"
Ardmore Beach ,https://www.blueflag.global/show-site?siteId=17012,,-7.7225042,51.951815,Waterford,Ardmore,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Clare Island Beach,,,-9.9906676,53.8068427,Mayo,Clare Island,Republic of Ireland,Beach
Bray South Promenade Beach ,,,-6.099177,53.2064922,Wicklow,Bray,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Dingle Traditional Rowing,https://www.dinglerowing.com/,+353876992925,-10.2784711425078,52.1380451439942,Kerry,Dingle,Republic of Ireland,"Activity Operator,Boat,Tour"
Doonshean Beach,,,-10.2177244,52.1239445,Kerry,Dingle,Republic of Ireland,"Fishing,Angling,Beach"
Kite Design Studios -  Henrietta Street,https://www.facebook.com/kitedesign/,+35351858914,-7.1081922,52.2603372,Waterford,Waterford City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Murreagh Beach,,,-10.3607833,52.1859227,Kerry,Ballyferriter,Republic of Ireland,"Beach,Natural Landscape"
Fermoyle Strand,,,-10.1228942,52.2437306,Kerry,Castlegregory,Republic of Ireland,"Beach,Natural Landscape"
Clogher Beach ,,,-10.4611822,52.1567511,Kerry,Dingle,Republic of Ireland,"Beach,Natural Landscape"
Kinard Beach,,,-10.2063005,52.1208723,Kerry,Dingle,Republic of Ireland,"Beach,Natural Landscape"
Dinis Cottage,https://www.facebook.com/Diniscottage,+353646630085,-9.5484291,52.009697,Kerry,Killarney,Republic of Ireland,"Food and Drink,Cafe"
Dooks Beach,,,-9.929667,52.0778003,Kerry,Glenbeigh,Republic of Ireland,Beach
Five Fingers Strand,,,-7.3356185,55.3192706,Donegal,Malin,Republic of Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Beach,Natural Landscape"
Waterville Beach,,,-10.1726633,51.8262565,Kerry,Waterville,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Beach"
Ladies View,,,-9.5929943,51.9672297,Kerry,Killarney,Republic of Ireland,
Carrauntoohil,https://www.alltrails.com/trail/ireland/county-kerry/carrauntoohil-mountain-via-devils-ladder-trail,,-9.7432221,51.998955,Kerry,Killarney,Republic of Ireland,Walking
Hennessy's Pub,https://www.facebook.com/hennessysofferbane,+353906453963,-7.827723,53.271418,Offaly,Ferbane,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Wildlands,https://www.wildlands.ie/,+35391868900,-9.16821,53.3304634,Galway,Moycullen,Republic of Ireland,"Climbing,Activity Operator,Zip Lining,Adventure Park,Cafe,Food and Drink"
Loop Head,http://www.loophead.ie/,,-9.9375761,52.5595477,Clare,Loop Head,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape,Tour"
Wild Water Adventures,https://www.facebook.com/wildwaterKerry,+353879101290,-9.8644401,52.275612,Kerry,Fenit,Republic of Ireland,"Kayaking,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Adventure Park"
Weir's Bar & Restaurant,https://www.weirsmultyfarnham.ie/,+353449371111,-7.3907611,53.6246435,Westmeath,Multyfarnham,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Killybegs Walk and Talk Tour,https://www.facebook.com/killybegswalkandtalk,+353(0)879919011,-8.44400251601451,54.6359003592708,Donegal,Killybegs,Republic of Ireland,"Walking,Activity Operator,Tour"
The Pier House,https://www.facebook.com/pierhousecourtmacsherry,+353238864616,-8.71033437064023,51.6351114415437,Cork,Courtmacsherry,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Portsalon Golf Club,http://portsalongolfclub.ie/,+353749159459,-7.626185,55.20623,Donegal,Fanad,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Waterpoint,https://waterpoint.ie/,+3539636999,-9.0899356,54.2172619,Sligo,Enniscrone,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Activity Operator"
Wild Atlantic Crafts,https://www.facebook.com/wildatlanticcrafts,+353871475816,-8.4422153,54.6366689,Donegal,Killybegs,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Nature Express-Waterford and Suir Valley Railway Tour,https://www.wsvrailway.ie/,+35351384058,-7.24690499999997,52.2467968211067,Waterford,Kilmeaden,Republic of Ireland,"Activity Operator,Tour"
The Anchor Inn,https://www.facebook.com/people/Anchor-Inn-Killaloe/100063566321016/,+35361376108,-8.4402435,52.807185,Clare,Killaloe,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Culleton’s Gap Beach ,,,-6.36533822519527,52.371806499159,Wexford,Curracloe,Republic of Ireland,Beach
Littor Beach,,,-9.5787059,52.5737055,Kerry,Tarbert,Republic of Ireland,Beach
Garnish Beach,,,-10.132944,51.6148523,Cork,Allihies,Republic of Ireland,Beach
Oldbawn (Newtown) Beach,,,-6.2006641,52.5530469,Wexford,Kilmuckridge,Republic of Ireland,Beach
Trá Dhumha Goirt (Dugort Beach),https://www.blueflag.global/show-site?siteId=6685,+35314002202,-10.0238374,54.0125497,Mayo,Achill Island - Acaill,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Beach Bar Surf School,https://www.facebook.com/beachbarsurfschool,+353860738869,-8.757129,54.269282,Sligo,Templeboy,Republic of Ireland,"Surfing,Activity Operator"
Beans and Leaves Café and Deli,https://www.facebook.com/beans.leaves,+353906433534,-7.939416,53.4232927,Westmeath,Athlone,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Booley Bay Beach,,,-6.904408,52.2010499,Wexford,Duncannon,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Cross Strand Beach,http://www.cleancoastsireland.org/,,-9.9098501282715,53.7163323551163,Mayo,Cross,Republic of Ireland,"Surfing,Activity Operator,Beach"
Annestown Beach ,,+35351875823,-7.2727997,52.1391984,Waterford,Annestown,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Borris Food and Craft Market,https://www.facebook.com/BorrisMarket,+353872807683,-6.9241966,52.5999276,Carlow,Borris,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
White Strand Miltown Malbay ,https://www.blueflag.global/show-site?siteId=6626,+353656821616,-9.425754,52.8673598,Clare,Milltown Malbay,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Spanish Point Beach ,https://www.blueflag.global/show-site?siteId=6624,,-9.4332912,52.843133,Clare,Spanish Point,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Cill Mhuirbhigh Beach ,https://www.blueflag.global/show-site?siteId=6671,,-9.75011185033486,53.1308498321769,Galway,Inishmore - Árainn (Aran Islands),Republic of Ireland,Beach
Athy Boat Tours,https://athyboattours.com/,+353874335350,-6.9956443,52.9922441,Kildare,Athy,Republic of Ireland,"Cruising,Sailing,Activity Operator,Venue,Sports Venues,Boat,Tour"
Eclipse Cinemas Bundoran,https://bundoran.eclipsecinemas.com/,+353719829999,-8.274164,54.477631,Donegal,Bundoran,Republic of Ireland,"Movies,Cinema,Venue,Cafe,Food and Drink"
Bertra Beach,,+35314002202,-9.6613629,53.7882615,Mayo,Murrisk,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Carrick-On-Shannon Golf Club,https://www.facebook.com/people/Carrick-Golf-Club/100063529811470/,+353719667015,-8.1747507,53.9594424,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Golf Course,Golf"
Vintage Vendors,https://vintagevendors.ie/,+353872908328,-9.69985518337637,52.2677505238839,Kerry,Tralee,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Blackrock Beach,https://www.visitblackrock.ie/,+353872077193,-6.3666434,53.9611771,Louth,Blackrock,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Charlie Farrelly's Bar,https://www.facebook.com/people/Charley-Farrellys-Bar-Carrigallen-Leitrim/100045061855404/,+353858212176,-7.6459692,53.9768013,Leitrim,Carrigallen,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Trá na gCeann (Silver Strand),,,-9.1247356,53.250939,Galway,Barna,Republic of Ireland,
Foynes Island Viewpoint,,,-9.11306,52.613836,Limerick,Foynes,Republic of Ireland,
Tullan Strand,,,-8.2671797,54.490265,Donegal,Bundoran,Republic of Ireland,
Barley Cove,,,-9.78121,51.4698,Cork,Crookhaven,Republic of Ireland,
Beale Strand,,,-9.6312144,52.573972,Kerry,Ballybunion,Republic of Ireland,
Keem Bay,,,-10.1928951,53.9671631,Mayo,Achill Island - Acaill,Republic of Ireland,
White Strand,http://www.cleancoastsireland.org,,-9.90994233701588,53.6678742880821,Mayo,Louisburgh,Republic of Ireland,Beach
Enniscrone Beach,,,-9.09876202896112,54.2122812574751,Sligo,Enniscrone,Republic of Ireland,Beach
Camp Beach,,+353(0)667121288,-9.92261903176034,52.225678953002,Kerry,Camp,Republic of Ireland,Beach
Kilmichael Strand,,,-6.14152323414536,52.7354134835918,Wexford,Castletown,Republic of Ireland,Beach
Dodd's Rock Beach,,,-6.21345910495862,52.6633570030804,Wexford,Courtown,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Glascarrig Beach,,,-6.20406028564457,52.5814788467559,Wexford,Cahore,Republic of Ireland,Beach
Bunmahon Beach,,,-7.36658807285224,52.1383956301313,Waterford,Bunmahon,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Garryvoe Beach,https://www.ringofcork.ie/listings/garryvoe-beach/,+353(0)214613432,-7.99973,51.865968,Cork,Garryvoe,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Kilmurvey  Beach,https://www.blueflag.global/show-site?siteId=6671,,-9.76479191516114,53.1276404125305,Galway,Inishmore - Árainn (Aran Islands),Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
The Wheelhouse Café,https://www.facebook.com/TWHCBurtonport,+353749542840,-8.4269237,54.9836807,Donegal,Burtonport,Republic of Ireland,"Food and Drink,Cafe,Local Produce,Restaurant"
Wild and Free Adventure Co.,https://wildandfree.ie/,+353896086693,-8.64737,54.63676,Donegal,Teelin,Republic of Ireland,"Surfing,Activity Operator,Walking"
Sligo Dark Tales Tour,https://sligowalkingtours.com/#regdl=categories,+353851735103,-8.4673684,54.2714025,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Tour,Walking"
Aultaghreagh Cottage Garden,https://www.aultaghreaghcottagegarden.com/,+353238855307,-9.091795,51.7782455,Cork,Dunmanway,Republic of Ireland,"Gardens,Garden"
St Peter's Tin Church Laragh,https://www.facebook.com/TinChurchLaragh/,+353878957680,-6.7718261,54.0482416,Monaghan,Castleblayney,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Parnell National Memorial Park,https://www.visitarklow.ie/post/parnell-national-memorial-park,,-6.2308607,52.92913,Wicklow,Rathdrum,Republic of Ireland,"Walking,Public Park,Nature and Wildlife"
Golf Chumann Ceann Sibéal,https://dinglelinks.com/,+353669156255,-10.4425907,52.1798793,Kerry,Ballyferriter,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Tralee Bay Experience,https://traleebayexperience.com/,+353863048650,-9.863039,52.2713662,Kerry,Fenit,Republic of Ireland,"Activity Operator,Boat,Tour"
